"","BBN_10099_MTG_P3WH10_001","BBN_10109_MTG_P4WA3_001","BBN_10611_MTG_P2WD10_001","BBN_14801_MTG_P1WH9_001","BBN_16213_MTG_P2WH3_001","BBN_18399_MTG_P2WF5_001","BBN_19214_MTG_P2WA3_001","BBN_21792_MTG_P2WG7_001","BBN_24279_MTG_P2WA6_001","BBN_24370_MTG_P3WD4_001","BBN_24578_MTG_P3WF1_001","BBN_7115_MTG_P1WF4_001","BBN_7403_MTG_P1WF7_001","BBN_7404_MTG_P1WF10_001","BBN_7540_MTG_P1WG4_001","BBN_7545_MTG_P1WG7_001","BBN_7617_MTG_P1WH4_001","BBN_9984_MTG_P3WD1_001","BBN002.26094_MTG_P3WC8_001","BBN002.29089_MTG_P3WD7_001","BBN002.29170_MTG_P3WE8_001","BBN002.30035_MTG_P2WG10_001","BBN002.30127_MTG_P3WA4_001","BBN003.26332_MTG_P1WD4_001","BBN003.26333_MTG_P1WD7_001","BBN003.26941_MTG_P2WA9_001","BBN003.26951_MTG_P2WB2_001","BBN003.28342_MTG_P2WB5_001","BBN003.32185_MTG_P1WA5_001","BBN003.32196_MTG_P1WA8_001","BBN003.32205_MTG_P1WB5_001","BBN003.32212_MTG_P1WC1_001","BBN003.32228_MTG_P1WC5_001","BBN003.32235_MTG_P1WC8_001","BBN003.32295_MTG_P1WE3_001","BBN003.33729_MTG_P2WC3_001","BBN003.34161_MTG_P2WC6_001","BBN003.35446_MTG_P2WD1_001","BBN003.35520_MTG_P2WD4_001"
"KPNA4",19.6648,4.49306,23.5412,11.212,18.3025,26.37,21.6577,23.7467,17.2856,13.9125,14.5444,15.9697,21.9349,16.0344,23.2973,28.7671,23.4866,20.2438,11.4942,20.7744,26.2567,31.6006,16.6121,19.8563,20.6546,19.4326,16.838,27.391,NA,12.8936,26.128,33.7004,17.9515,17.1296,21.8977,18.608,25.2721,19.5302,22.6851
"PDXK",366.098,285.216,240.941,299.925,311.216,421.057,362.646,403.978,311.351,313.864,287.753,294.452,317.727,304.514,402.891,367.965,455.125,433.063,405.147,301.489,362.927,279.937,312.842,304.869,409.626,442.265,159.169,381.002,428.958,459.582,330.959,349.484,340.468,381.212,291.88,389.123,392.34,356.293,393.341
"DLGAP1",82.4988,72.5519,63.0924,58.4904,53.5113,67.9216,62.2984,69.4115,81.3642,48.3119,53.3164,64.4874,79.6905,73.8929,65.8082,65.4616,39.47,61.0281,39.5592,41.851,57.1147,64.3832,51.1409,74.7124,40.2638,87.5479,76.2269,76.1984,55.0389,59.6593,46.2081,53.7179,60.0043,56.5121,53.4681,31.3164,75.8997,51.0501,72.1495
"C2CD2L",19.4066,12.186,14.6706,29.7892,30.3592,26.7922,42.4201,46.2728,42.2144,28.1985,19.773,10.2641,27.6854,37.2146,17.9722,22.0253,11.0148,26.3178,18.7009,11.8141,32.2615,10.9283,16.6687,NA,34.0558,21.0799,32.8656,36.3799,NA,33.0109,22.8077,18.4191,27.2049,30.261,37.2367,23.6841,27.1641,37.7206,19.3108
"TXNDC9",7.87781,7.84442,NA,7.78871,15.1605,13.6565,12.646,15.2591,18.539,16.974,13.5322,4.84652,16.9521,7.05914,10.1991,12.1369,16.811,NA,NA,9.29803,18.7917,13.2063,15.3809,NA,15.2461,7.57741,10.9766,11.7335,6.15645,20.5573,7.03431,10.0093,18.2252,11.1283,14.9536,6.78268,11.3057,7.84234,12.6204
"DPYSL4",147.294,217.826,175.688,239.171,190.959,154.633,147.698,153.232,181.899,199.222,183.728,193.572,226.79,168.04,139.817,146.006,171.428,154.601,142.332,144.777,144.901,129.526,185.242,173.817,141.807,155.736,167.799,120.474,138.451,164.973,127.239,192.201,147.994,177.747,179.201,131.033,191.19,91.9092,190.404
"COX7A2L",320.006,201.594,221.635,185.818,233.091,269.584,221.404,256.46,186.295,242.514,205.719,202.322,249.452,236.184,247.564,278.714,178.779,194.45,218.692,191.977,192.093,239.985,196.569,208.948,192.495,240.179,204.291,217.403,175.878,196.051,147.658,211.741,168.157,177.748,227.571,144.815,250.603,197.566,254.348
"HSPB6",17.6251,33.6184,16.8347,24.4025,26.7087,32.7105,44.7067,32.4816,NA,26.3121,20.1469,19.3843,24.3932,25.5804,64.549,19.1693,75.7447,57.2035,58.9773,25.408,42.8544,41.1957,NA,30.7821,33.2084,36.1928,18.5884,40.7124,75.7981,35.0495,72.3093,36.6684,82.0696,51.0102,20.7754,62.2977,20.6753,92.2123,18.9546
"NDUFAB1",NA,NA,NA,5.88447,NA,NA,NA,11.0128,22.8721,9.17789,NA,NA,19.0157,NA,12.978,NA,NA,11.7712,NA,NA,NA,NA,NA,NA,13.3695,NA,11.2668,9.23976,NA,19.5637,13.1038,17.5095,19.2697,27.3877,NA,10.5528,12.8743,10.7937,23.8072
"DYNC1I1",86.6614,99.7413,110.397,92.3035,136.257,116.697,119.701,115.62,122.751,96.6664,103.789,81.5285,102.688,111.377,86.4529,124.021,95.0639,104.401,103.73,89.4214,104.097,111.749,123.855,100.42,121.079,112.894,125.932,106.21,71.7349,130.639,83.135,112.822,90.2859,130.362,107.43,95.3914,105.541,78.7666,112.296
"CIT",58.874,47.7343,39.3727,37.7811,44.5376,44.9742,44.8151,48.103,55.4165,33.3573,33.0632,44.8787,47.2522,44.6894,47.3265,44.4785,35.0333,46.0943,62.569,25.7082,22.1702,40.0911,41.0279,52.4278,42.4146,54.2484,45.6466,51.4088,39.6168,52.9067,38.102,39.5414,40.1488,41.1402,43.4652,39.1451,51.6775,36.9609,55.8304
"COPE",20.5468,25.2639,24.422,30.0123,14.1331,21.0489,20.8908,17.6351,16.4106,22.4192,23.5463,25.6263,19.7012,15.1844,25.3801,20.8133,30.623,24.7448,NA,16.115,11.5545,21.7886,14.2507,15.5515,25.705,24.8863,22.5199,19.3795,41.5518,25.6032,37.1028,21.8569,25.4957,24.2651,11.861,18.9882,30.8478,17.3388,19.5776
"NCAN",396.04,339.513,263.095,327.322,372.745,289.803,306.814,441.964,370.504,268.072,382.606,390.639,321.027,292.538,314.503,328.535,270.845,314.494,163.361,384.635,245.718,270.673,339.931,305.199,308.823,306.198,367.236,342.29,242.95,252.06,350.346,378.095,287.292,336.822,346.034,345.375,368.137,183.553,271.348
"EIF1AX;EIF1AY",NA,12.4971,NA,NA,6.12867,NA,14.0637,NA,NA,NA,NA,6.40088,10.7946,NA,7.64062,8.4472,10.0225,NA,25.2161,5.76018,NA,NA,NA,NA,11.7233,NA,8.18801,NA,NA,NA,11.0736,12.4207,5.06716,12.0453,12.4842,NA,NA,11.0201,18.0179
"AP3D1",271.145,156.597,220.494,103.562,233.271,247.817,257.337,251.302,339.801,249.247,215.509,212.272,265.924,293.804,210.218,244.752,186.194,190.822,252.983,168.905,181.396,210.106,235.782,186.811,212.232,273.639,309.431,270.338,104.589,223.142,153.661,235.18,201.448,252.269,256.382,188.001,231.604,231.922,302.806
"CCS",17.436,36.7201,24.567,27.0573,24.3849,27.1253,47.0661,45.5942,25.589,30.5035,33.8342,NA,30.1444,30.4307,45.7862,30.3035,44.051,46.0452,48.9079,37.0172,33.9415,43.1018,35.2136,49.7117,47.972,33.777,24.2334,40.0436,34.2801,27.3342,76.7923,29.5436,42.8604,37.3028,32.3769,40.0115,34.9442,39.2803,22.8591
"ABLIM1",44.1296,57.198,32.0903,66.154,69.0031,76.0046,81.4792,57.0442,42.826,55.912,67.4474,74.5812,57.042,65.0074,79.733,51.5557,82.1055,72.8472,74.2188,53.0866,79.429,65.7645,49.194,87.5638,75.1453,63.1729,63.9245,50.172,65.3363,62.125,66.1523,64.8276,75.0648,56.6384,67.6001,54.1913,52.5812,80.7629,39.862
"ADAM10",NA,NA,14.9134,NA,12.0428,18.7056,12.4508,20.8584,13.2813,25.638,NA,14.041,12.4678,15.4903,16.0686,NA,24.0534,15.5269,NA,9.87511,NA,16.2317,29.3822,7.10494,18.3774,NA,NA,15.0038,NA,24.1347,NA,29.0225,16.6089,19.0812,23.4069,21.5359,17.3955,21.8163,NA
"MAP2K7",35.2489,22.415,NA,21.9958,26.4711,24.2047,19.6514,31.9391,NA,20.9502,39.3695,51.1909,24.8096,14.7637,26.0431,21.5675,39.8047,30.0714,NA,36.7239,NA,48.3869,27.1322,17.766,38.6633,23.0816,NA,36.281,NA,24.0178,94.3179,NA,NA,23.7099,26.2456,23.4841,26.5666,39.7669,22.2882
"ACOT8",25.7219,29.2161,NA,28.4115,NA,NA,24.4823,23.8547,19.7071,25.414,NA,25.8017,31.9615,34.4719,18.6099,29.8511,NA,20.1601,38.132,NA,20.1301,26.1201,41.3076,39.9655,24.8892,45.1553,49.1159,40.7635,27.8525,21.2653,38.8719,22.2637,27.1781,32.6448,24.5066,NA,NA,32.2,22.5018
"PDCD5",18.9291,32.618,27.1521,40.0457,32.7062,27.5682,30.9125,27.6091,48.6778,21.4725,34.9254,24.1348,46.5198,22.6149,28.7018,27.0063,30.6314,25.9083,NA,26.8876,18.5501,27.5627,38.7138,19.8001,31.2372,27.5699,31.4401,38.0452,12.0518,32.428,29.7806,33.6619,42.9506,44.4606,47.4862,34.9544,30.507,35.4411,16.5952
"PRMT5",25.158,32.0052,44.0669,66.4694,53.0355,22.6631,42.7683,33.0122,35.4128,34.1518,46.7531,60.544,43.5702,30.8099,32.4535,28.5202,56.4015,40.4128,18.2407,46.0112,44.562,46.7958,32.7549,56.2726,31.5961,33.644,28.3948,30.5244,29.6876,50.9828,35.0983,40.4373,41.3608,45.5105,35.5346,44.9433,39.8259,52.8781,31.2918
"SLC9A3R1",38.8475,69.2854,59.3321,86.4012,88.6688,57.0018,98.657,84.2727,84.8362,81.8476,82.1125,80.2035,78.819,38.255,61.8772,35.4836,122.226,72.7621,61.0051,49.7524,75.7711,57.4544,63.5042,48.8163,60.5519,68.7425,100.49,85.0283,43.1287,57.5282,120.157,80.6431,104.221,120.259,126.075,62.6743,70.3329,124.865,42.6277
"TPP1",118.175,185.427,235.603,212.017,184.203,144.994,207.455,231.574,220.823,264.029,234.408,212.429,266.601,158.111,303.741,123.901,301.069,273.255,285.283,236.45,230.864,141.509,264.632,212.564,327.477,220.5,210.049,176.276,253.429,195.549,302.49,213.04,334.211,303.693,192.304,310.875,231.216,413.65,201.642
"GNB5",60.0396,76.897,66.9082,81.6656,80.6099,60.9599,70.7047,64.1477,85.5398,59.2716,79.5688,65.9085,91.0893,53.8164,72.3315,64.5602,73.0506,67.3506,54.2234,85.9716,79.0636,62.8462,78.0399,92.6889,81.9714,61.4446,86.3893,66.1943,56.9688,80.7835,87.8103,54.1195,94.8343,74.0059,95.3222,79.5865,68.8976,65.843,68.7351
"TCERG1",NA,22.1519,23.1567,15.1338,20.5908,19.7009,20.6492,23.1553,25.9337,19.7236,NA,16.4987,22.517,15.8712,25.4874,21.8237,20.4542,NA,38.4225,23.5168,NA,NA,15.5599,NA,26.2976,31.1177,18.8722,NA,27.5148,NA,NA,20.1175,22.941,NA,14.5897,NA,22.1151,NA,23.9271
"TNPO2",26.6568,18.0203,33.7093,9.01151,29.4379,26.5411,24.7507,28.2539,26.5654,23.6514,30.4713,14.9305,32.3796,37.0739,35.5538,29.2871,24.7168,26.172,29.215,20.89,21.6916,31.0197,41.6901,25.0344,29.838,NA,41.8037,29.9408,2.60945,29.6394,22.2841,32.4495,28.3704,26.7693,43.6607,26.4694,26.978,34.5401,30.1859
"MRAS",62.0531,46.2524,49.832,48.9114,60.0314,47.9669,54.8034,51.6695,62.0378,48.3873,62.6571,35.5728,54.1135,53.4546,64.2377,56.2206,68.5418,57.7739,59.6499,38.7545,45.248,46.1459,37.3424,48.0965,59.516,66.3781,64.3681,78.1915,86.0761,63.8293,67.3326,42.4332,60.2325,60.3922,71.3296,56.5967,54.2196,64.1603,40.5393
"CPLX1",24.7867,57.4824,61.3319,136.422,71.2182,44.7335,48.1899,44.1925,106.146,72.679,85.3679,49.2853,106.358,52.3335,46.0413,47.0031,40.1673,45.0785,NA,50.4641,49.7279,33.1696,71.0283,39.7749,21.2963,31.242,59.6287,17.735,17.4245,10.2019,NA,47.5917,70.889,37.2168,112.312,29.1332,51.42,52.1434,34.7215
"PSMA7",72.5685,162.781,128.944,165.476,88.0126,96.9021,89.5594,108.21,116.243,116.308,114.782,144.506,155.047,115.792,138.18,77.6092,125.518,111.225,101.107,142.756,124.47,127.817,95.3556,122.02,125.324,117.982,121.376,90.0786,134.561,84.4913,134.421,134.024,163.873,152.029,133.278,138.85,103.455,134.565,122.874
"RASGRF2",NA,NA,NA,NA,6.33746,14.8492,12.3404,10.6103,NA,NA,NA,NA,11.7514,8.77402,14.1411,5.34863,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54799,13.4404,13.8023,NA,6.24792,NA,NA,10.7827,NA,14.2627,NA,6.95271,10.8968,9.87581
"SCAMP3",17.7274,NA,NA,NA,14.1252,NA,19.2876,20.8898,12.086,NA,NA,NA,NA,13.3409,13.2608,7.83743,NA,NA,NA,NA,NA,12.0258,5.14291,NA,18.5573,11.4845,13.1413,12.516,NA,NA,NA,11.807,NA,13.8919,22.5145,NA,NA,18.6799,NA
"OPLAH",261.056,153.348,154.904,71.4953,179.74,176.502,184.688,162.084,184.904,121.679,199.201,NA,152.8,150.063,170.399,160.06,142.375,117.395,159.917,177.779,204.804,NA,169.926,170.744,135.641,150.045,151.942,169.66,135.33,148.484,104.83,146.093,153.109,130.709,134.599,152.253,195.947,115.731,129.395
"BCKDK",14.9809,18.9862,20.1046,20.2986,22.0397,18.4572,15.3135,16.7757,18.967,17.8039,13.3196,26.118,20.8336,16.8985,17.25,17.3192,7.87988,15.9232,NA,11.5715,7.10618,19.5127,20.2785,NA,22.5718,11.9465,19.5532,18.2487,NA,8.35533,24.1251,10.959,NA,12.4051,18.8301,NA,17.3616,10.5739,22.4212
"IFIT3",28.7691,24.7316,NA,NA,NA,NA,30.8433,NA,NA,39.0787,NA,24.7346,NA,28.3527,NA,32.2857,49.1415,27.9521,17.1038,27.4771,NA,34.1671,NA,NA,44.2374,NA,NA,36.944,17.4115,NA,NA,NA,28.2741,43.2277,NA,NA,39.0363,NA,NA
"MGST3",138.496,106.98,68.3016,77.1199,118.437,106.321,144.867,152.133,93.7182,74.9614,71.7834,81.1788,98.8529,148.482,121.638,124.668,74.1234,113.21,121.007,66.2091,75.7161,132.084,106.008,67.1482,150.06,122.828,98.0798,147.828,156.33,154.294,NA,52.2599,93.557,113.615,226.755,133.507,101.254,153.382,107.992
"TAX1BP3",14.2358,40.5234,27.232,18.7958,23.2506,33.9876,38.0662,26.5652,9.21427,18.2019,20.5247,43.374,18.455,18.9825,28.9573,23.608,75.8821,20.6102,35.4642,29.2397,48.0487,24.4922,19.8749,17.0567,48.653,27.1213,14.8827,32.087,37.586,24.0695,53.1885,34.4278,38.445,31.0045,15.6817,29.8677,29.6022,51.6548,23.5633
"GIPC1",21.9078,17.4284,23.8332,35.503,21.1975,26.5463,25.1257,25.2614,31.8577,25.1391,NA,28.3224,30.046,24.359,32.5493,23.8071,21.6017,17.3926,30.8398,22.5426,21.4585,14.8275,23.5094,24.4289,29.6031,30.9952,18.3771,NA,17.0548,21.2539,47.9808,32.5861,29.9516,31.45,30.9313,NA,31.6538,25.1545,19.8169
"LIN7A",162.154,132.543,136.72,130.208,124.656,139.325,157.006,129.06,146.929,139.729,148.224,122.146,151.551,138.201,177.288,165.808,141.5,136.102,132.289,127.772,107.824,126.215,156.463,136.388,118.497,166.819,151.958,131.274,136.072,122.178,122.834,124.917,146.71,132.148,133.109,142.497,139.593,123.84,149.547
"RGS12",17.3923,18.4875,22.2647,16.7522,18.1084,15.6607,24.4548,24.8123,32.3142,9.2037,NA,16.0945,18.7512,23.3564,17.0335,18.178,NA,18.3243,NA,12.143,12.8665,NA,16.9533,16.1715,18.1048,9.27908,NA,NA,34.3902,16.2459,13.9299,13.124,12.7008,20.0535,13.7347,NA,23.1055,17.0378,17.2418
"CASK",50.2098,64.4293,49.3034,65.5195,57.7847,55.7896,62.7683,61.3841,60.2197,54.6521,60.3237,56.2348,57.6942,65.286,66.5359,59.4015,74.6168,59.6848,60.1334,60.6931,65.6243,51.3354,69.1634,62.7766,62.6511,66.5165,67.418,51.7437,52.5492,58.5452,59.9758,67.6312,64.6603,56.871,69.3037,67.6687,64.0782,65.2332,62.7533
"UQCRQ",336.887,266.356,260.161,321.951,333.021,325.468,389.817,365.935,214.57,406.468,103.407,257.681,415.617,371.759,396.972,410.067,280.451,314.599,225.208,136.777,270.535,266.126,217.479,216.483,194.129,338.129,186.928,206.431,152.364,352.296,211.677,158.616,265.588,195.087,350.416,240.181,363.548,365.934,314.74
"MYL12A;MYL12B",115.38,143.59,124.364,125.768,129.216,131.896,127.418,155.775,150.062,113.881,147.929,127.602,142.832,109.696,158.931,117.891,169.234,158.905,136.21,129.688,116.126,233.542,123.399,138.05,154.824,159.187,136.698,224.062,132.982,135.195,288.376,127.305,166.563,166.726,146.08,161.335,138.419,137.578,140.663
"HGS",64.0938,65.2445,54.6914,77.9375,62.4263,65.6917,69.9933,63.0145,68.9048,66.8414,69.1764,68.4122,67.6385,68.3084,66.2936,72.1928,58.9677,68.7451,46.8125,47.377,74.6455,74.2821,67.9887,61.7752,65.7388,69.6214,72.9231,48.8072,56.2729,62.0373,69.5666,83.5091,60.1265,58.8289,71.069,64.7858,73.4056,56.5071,64.8741
"PPP1R12A",22.9146,23.5276,10.8561,22.2184,23.4588,30.0522,25.6092,19.3506,17.0211,23.0131,18.9743,37.6491,17.9836,19.2355,27.8666,20.0411,13.0899,17.986,16.9213,17.5233,NA,32.8924,20.0928,26.4377,15.3747,22.3999,15.502,21.9043,21.9144,NA,25.9111,24.4849,15.6169,18.8247,25.07,8.66828,16.7844,8.14409,14.1522
"GAK",31.1011,24.0478,33.92,NA,15.0759,31.1638,24.647,27.7315,26.0176,23.7144,NA,NA,29.014,21.5149,21.2215,28.9936,19.6417,18.4258,52.217,21.5075,NA,25.4227,36.9719,49.0334,35.5443,38.1294,32.75,20.6968,26.0783,39.1744,NA,17.8144,27.2532,24.4986,38.6857,14.8812,39.5507,28.7325,30.613
"HNRNPDL",146.103,125.766,141.33,145.772,108.604,143.555,148.572,141.285,121.876,164.929,151.615,161.13,103.073,129.486,174.438,149.329,160.415,122.698,106.417,127.606,98.3988,148.891,121.761,149.779,124.199,153.267,123.571,99.8913,147.422,123.661,141.266,145.464,155.758,103.066,133.767,143.03,138.669,126.889,82.9776
"XPO1",44.8292,40.9666,61.389,18.2291,39.8012,44.4745,61.0167,70.0482,58.9062,34.2862,49.9408,44.1725,55.8824,60.5102,50.126,49.8709,52.0207,44.1572,49.7353,35.0418,46.6273,69.639,61.8766,33.0667,68.2314,58.4058,61.6157,61.8156,51.3968,59.6012,59.0738,56.7817,64.3946,53.7637,58.0885,56.16,59.0183,70.6795,61.5516
"SYN3",228.05,178.387,118.683,187.222,193.114,203.664,176.516,135.87,155.673,165.763,155.927,177.793,139.583,199.417,169.78,182.413,98.5783,169.344,112.508,140.704,162.562,151.118,118.028,202.314,127.569,212.927,179.091,140.13,168.306,169.994,118.389,148.757,137.994,140.231,164.992,116.92,157.059,113.387,162.326
"SPTBN2",136.111,107.067,119.481,85.551,123.572,130.256,136.356,114.943,125.579,111.47,123.049,103.828,113.118,122.464,124.362,122.944,96.0501,111.169,96.9765,71.1358,98.4381,117.358,118.018,111.543,106.971,125.725,115.036,107.624,86.7018,113.445,98.663,115.832,112.762,104.038,116.143,93.0265,124.185,88.0493,123.809
"SYNM",89.8175,109.657,120.295,94.3499,82.9088,86.8569,180.698,126.542,151.637,65.3559,103.374,146.412,127.019,101.932,185.942,NA,391.431,187.992,201.367,89.7018,NA,183.339,95.9304,125.242,221.426,145.926,81.9998,191.251,199.464,106.5,393.505,128.603,199.554,152.263,120.55,222.804,117.089,599.173,63.3669
"KIF3B",60.4754,64.3876,57.2158,45.5245,55.1671,42.1377,62.9537,51.8194,59.2943,41.0595,53.0788,47.2249,60.2664,51.8065,57.6918,67.365,54.8334,71.0093,56.8789,53.5171,33.2499,58.8379,60.9484,44.2449,52.6455,60.3116,65.6221,75.7404,56.5763,64.8266,47.8335,72.9547,63.7218,65.0903,43.8646,67.3755,59.445,51.0178,74.3819
"DCLK1",260.397,252.27,209.155,236.315,283.662,276.219,238.765,221.625,245.504,215.723,231.846,227.084,246.798,233.351,220.012,259.493,219.94,215.136,155.732,190.801,208.266,220.995,238.981,228.836,187.555,241.182,266.527,249.823,164.564,205.446,201.054,243.484,199.252,191.644,230.55,189.542,284.033,155.507,255.239
"SNPH",36.7154,37.5975,43.8104,31.066,40.2099,43.0114,42.1808,41.9949,35.53,37.3362,39.3675,33.4448,40.9408,35.0412,43.2731,35.4947,30.0833,43.8057,34.054,32.9414,37.5649,32.7645,28.0804,26.2509,31.1204,44.1874,24.5393,32.9972,33.839,26.1176,18.4091,40.8552,37.4947,35.3029,41.5668,20.7127,40.7394,29.0535,36.9973
"ERC2",85.8621,60.8111,70.2048,72.9307,74.2999,79.6634,72.7768,72.8557,79.4131,71.7677,62.5469,64.3178,75.3965,74.0282,69.9642,80.4157,71.5882,73.4996,53.3718,63.1002,55.7024,74.7522,66.7497,69.4104,76.5434,80.5385,70.3755,80.8792,72.2364,65.948,67.7419,64.5855,61.2455,65.8833,68.8624,78.1855,80.3222,51.1792,87.3385
"ARHGEF11",21.7068,10.1713,10.2206,NA,20.9615,16.4926,22.3395,23.4548,21.7353,12.9724,11.8872,14.9931,16.6114,20.3916,19.7283,16.1737,NA,19.1096,25.6923,8.75525,26.6727,20.7863,6.47055,14.7452,20.4234,10.1394,13.6519,25.3686,23.3807,19.2276,NA,17.8495,17.5041,24.7008,18.6905,NA,24.9725,NA,19.5214
"LSM1",NA,NA,NA,NA,NA,NA,NA,29.4586,15.4631,17.7212,NA,NA,25.7013,NA,14.5868,27.131,25.928,15.8494,NA,19.8595,NA,NA,NA,NA,24.646,27.3984,NA,NA,17.2564,24.5669,NA,11.414,NA,26.9775,NA,NA,14.0131,33.4209,NA
"SCAMP1",62.9427,24.9245,61.2261,NA,70.0392,61.3973,111.333,94.0438,121.191,90.465,67.3246,NA,60.4007,113.193,NA,38.537,64.6799,53.6273,93.2939,NA,NA,60.8877,58.4913,98.4595,86.7925,95.349,100.529,145.783,NA,85.2276,59.6803,65.8442,NA,98.2283,132.96,NA,74.9551,111.432,85.2091
"ARPC1B",11.6643,23.1447,NA,NA,15.1407,15.4186,7.90878,14.512,12.6457,7.89408,5.48308,22.4191,19.9285,NA,17.9253,8.2214,31.2025,13.175,11.2387,18.5952,7.15908,36.256,17.4329,25.5,25.4238,14.6446,16.2249,23.2989,24.0494,NA,29.9403,12.0813,15.4041,15.7138,24.2432,16.1771,13.5151,21.7887,16.1137
"ARPC2",255.245,228.885,269.239,249.864,239.267,254.838,210.623,230.933,233.426,213.842,219.048,209.855,236.525,223.831,274.948,223.287,301.633,241.024,240.96,260.325,265.906,267.644,238.543,253.697,234.873,270.744,263.267,220.202,186.468,246.768,270.177,226.436,260.969,230.464,230.105,252.355,229.104,226.773,281.471
"ARPC3",267.754,192.985,211.053,219.621,236.27,252.425,258.632,242.047,219.444,210.073,243.659,236.798,244.728,219.055,225.527,239.249,273.93,227.215,231.779,216.722,211.38,276.449,208.593,256.953,240.504,264.198,271.017,251.777,225.695,232.262,291.35,225.89,219.16,245.327,237.41,202.449,265.087,244.604,262.829
"PFDN6",19.4024,75.9675,50.3428,72.6862,64.7817,49.0733,44.4739,53.3529,52.8699,45.9474,51.7895,56.3684,77.6051,35.4566,56.5169,45.593,48.3825,58.4527,38.1555,62.1468,58.2009,33.6249,59.2621,58.7446,58.5626,32.0686,35.6163,31.5314,40.1606,64.3074,54.0685,59.9259,74.6905,77.6706,74.5021,51.5781,50.0871,41.6469,52.8109
"NDUFA1",15.1992,13.4019,25.0604,13.4913,16.3017,9.86317,16.3612,18.6687,NA,20.4967,16.2154,8.04933,15.8647,13.5601,17.2403,30.4624,NA,15.3643,20.6412,19.5624,12.1375,NA,15.7446,NA,7.4933,NA,24.1057,22.0712,NA,9.01719,16.6445,14.6744,15.3495,NA,14.8567,9.5451,13.9437,12.0152,10.8928
"VGF",113.071,91.8233,93.962,139.778,124.442,82.3889,44.5098,70.0536,139.862,79.0529,101.878,94.2785,122.54,109.734,38.4182,99.9438,38.9617,41.5906,38.6656,80.2748,45.1891,75.1513,85.2717,59.6572,47.9994,47.7121,115.995,68.6291,NA,32.7207,53.2661,51.5694,35.5059,27.9586,140.265,NA,141.791,29.1393,59.8887
"SURF4",NA,NA,63.3311,NA,80.8772,43.4187,52.4602,42.9097,71.9626,NA,37.8109,NA,51.0305,47.4377,47.2848,48.8326,NA,NA,39.1875,NA,NA,NA,60.01,NA,53.7722,NA,54.8861,69.4315,NA,48.82,47.6276,77.415,52.8184,57.6078,61.7592,NA,NA,77.4222,32.7148
"OGT",69.8495,42.7901,57.7295,41.1036,58.753,52.3349,67.3453,65.8974,69.8565,39.5982,41.0876,48.1246,62.7236,61.8792,59.5613,65.8732,44.5428,41.2358,78.2278,29.5557,38.8641,69.5513,56.7135,49.9111,58.983,65.1652,64.3535,70.3124,52.8008,65.2055,45.0519,57.8237,51.5468,44.049,44.0616,59.5983,67.6495,55.7281,72.6765
"EIF3D",14.1484,13.0875,NA,18.6751,NA,10.9273,13.5008,13.1994,13.984,NA,15.968,NA,NA,11.8387,15.7047,17.7199,21.7986,15.6958,NA,NA,NA,17.5147,21.0652,NA,20.2929,14.273,NA,7.68996,NA,7.20965,14.3822,11.2746,25.1658,28.2516,NA,16.4774,12.3589,20.8095,12.7696
"EIF3H",21.5956,36.3306,32.8705,25.239,26.5236,23.3231,28.6847,28.1352,27.2811,35.363,34.2263,28.2201,30.1721,22.2088,30.6307,25.888,35.6158,34.9308,28.9717,29.3893,29.4635,31.2815,39.8548,28.1624,31.4662,34.1821,31.3441,22.3506,35.3271,21.5392,31.9636,31.4494,38.1831,32.1577,29.5478,27.6009,28.4522,29.5721,26.7983
"NCAM2",62.6357,83.2271,102.17,42.8194,108.89,92.8616,125.426,99.0695,131.92,100.334,55.9292,98.778,89.0375,123.377,81.6638,56.9343,89.5089,78.716,128.375,35.7986,86.0933,77.1387,101.466,102.181,139.903,109.536,121.542,147.439,82.8417,102.586,74.2496,73.4621,97.7714,145.983,139.862,86.709,89.7074,139.335,95.2543
"STX7",49.129,53.297,65.1776,47.8653,66.5875,52.8819,69.9135,64.0413,73.1007,60.8289,52.4299,52.0852,62.7353,74.0947,56.3525,40.9037,63.3923,41.3889,64.5378,46.5769,58.0079,60.6519,41.4922,48.8363,77.2074,50.7309,80.793,69.1021,38.4614,50.6665,67.455,57.3455,54.9543,73.1996,90.411,54.8715,72.4645,81.139,58.0972
"CAPN5",10.6821,39.2594,NA,NA,14.4697,18.2472,18.5743,34.5012,24.3412,10.1821,NA,NA,16.9325,18.2188,15.4006,NA,15.1484,11.1961,NA,NA,NA,NA,NA,NA,21.9485,NA,25.8832,21.5105,NA,NA,10.5572,16.2963,17.5486,21.386,19.5506,20.949,18.8441,17.9623,16.8163
"YKT6",42.097,43.9252,58.6653,49.7528,60.1363,50.8725,53.2798,60.4911,76.7635,55.7718,65.4086,50.136,62.1069,61.6611,62.4363,42.8481,73.1365,62.1288,63.3384,26.8377,60.0369,55.2417,50.2709,55.7224,58.5522,56.0463,78.723,64.3856,54.388,55.0032,105.147,75.8115,74.2814,78.1128,69.0063,54.9562,44.28,101.022,66.8995
